License Number,DBA,Firm Name,Address,City,State,Zip Code,Business Type,Map Point
211585,BG Gallery,Bleicher Golightly Gorman,2525 MICHIGAN AVE #G8A,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #G8A
SANTA MONICA, CA 90404-4167
(34.02708004700003, -118.46843517899998)"
56422,Christopher John Gallery,,2928 SANTA MONICA BLVD,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2928 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2414
(34.03606, -118.470898)"
81415,Hunsaker Schlesinger Inc,,2525 MICHIGAN AVE T 3,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE T 3
SANTA MONICA, CA 90404-4014
(34.027159, -118.468279)"
155063,Leslie Sacks Contemporary,Leslie Sacks Fine Art Inc,2525 MICHIGAN AVE #B6,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #B6
SANTA MONICA, CA 90404-4014
(34.027159, -118.468279)"
122451,The 31,,3121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,"Art Gallery, Dealer","3121 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2507
(34.03729881500004, -118.46938215399996)"
147978,T A G Gallery,,2435 MICHIGAN AVE #D-3,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2435 MICHIGAN AVE #D-3
SANTA MONICA, CA 90404
(34.026616, -118.468962)"
143294,Copro Gallery,Copro Nason Fine Art Inc,2525 MICHIGAN AVE #T-5,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #T-5
SANTA MONICA, CA 90404-4014
(34.02708004700003, -118.46843517899998)"
42595,Shoshana Wayne Gallery,,2525 MICHIGAN AVE #B 1,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #B 1
SANTA MONICA, CA 90404-4014
(34.027159, -118.468279)"
134465,William Turner Gallery,,2525 MICHIGAN AVE #E1,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #E1
SANTA MONICA, CA 90404-4014
(34.027159, -118.468279)"
111878,Schomburg Gallery,,2525 MICHIGAN AVE #E-3 A,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #E-3 A
SANTA MONICA, CA 90404-4014
(34.027149, -118.468293)"
144118,Skidmore Contemporary Art,,2525 MICHIGAN AVE,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE
SANTA MONICA, CA 90404-4014
(34.027149, -118.468293)"
148396,Rose Gallery,,2525 MICHIGAN AVE BLDG-5,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE BLDG-5
SANTA MONICA, CA 90404-4014
(34.027159, -118.468279)"
165671,Robert Berman Gallery,Santa Monica Auctions/A-5 Projects,2525 MICHIGAN AVE #B7,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #B7
SANTA MONICA, CA 90404-4014
(34.027159, -118.468279)"
50116,Gallery Of Functional Art,Cathect Inc,2525 MICHIGAN AVE #E3,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #E3
SANTA MONICA, CA 90404-4014
(34.02708004700003, -118.46843517899998)"
210614,Andrew Weiss Gallery,,2525 MICHIGAN AVE #D-4,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #D-4
SANTA MONICA, CA 90404-4167
(34.02708004700003, -118.46843517899998)"
62436,Peter Fetterman Photo Works Of Art,P Fetterman Product Inc,2525 MICHIGAN AVE #A 1,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #A 1
SANTA MONICA, CA 90404-4014
(34.027149, -118.468293)"
95448,Patrick Painter Inc,,2525 MICHIGAN AVE #B2,SANTA MONICA,CA,90404,"Art Gallery, Dealer","2525 MICHIGAN AVE #B2
SANTA MONICA, CA 90404-4014
(34.02708004700003, -118.46843517899998)"
83818,Dodd Art,,1650 20TH ST,SANTA MONICA,CA,90404,Art Studio,"1650 20TH ST
SANTA MONICA, CA 90404-3818
(34.024846, -118.475532)"
155219,Christopher Farr,,1653 STANFORD ST,SANTA MONICA,CA,90404,Art Studio,"1653 STANFORD ST
SANTA MONICA, CA 90404-4113
(34.032803054000055, -118.46572947899995)"
212100,Code Rev Kids Inc,,1639 16TH ST,SANTA MONICA,CA,90404,Art Studio,"1639 16TH ST
SANTA MONICA, CA 90404-3801
(34.02227, -118.47989)"
146234,Charles Ray LLC,,1709 16TH ST,SANTA MONICA,CA,90404,Art Studio,"1709 16TH ST
SANTA MONICA, CA 90404
(34.021082154000055, -118.47848889699998)"
88847,Lita Albuquerque Studio LLC,,1629 18TH ST #4,SANTA MONICA,CA,90404,Art Studio,"1629 18TH ST #4
SANTA MONICA, CA 90404-3800
(34.02376340300003, -118.47791024999998)"
146998,D K's Donuts & Bakery,,1614 SANTA MONICA BLVD,SANTA MONICA,CA,90404,"Bakery, Baked Goods","1614 SANTA MONICA BLVD
SANTA MONICA, CA 90404-1808
(34.025959, -118.483374)"
220064,Coco Bakes LLC,,2709 SANTA MONICA BLVD C,SANTA MONICA,CA,90404,"Bakery, Baked Goods","2709 SANTA MONICA BLVD C
SANTA MONICA, CA 90404-2447
(34.034271, -118.473123)"
122452,The 31,,3117 SANTA MONICA BLVD,SANTA MONICA,CA,90404,"Bakery, Baked Goods","3117 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2507
(34.03727219900003, -118.46941421399998)"
163680,The Chestnut Club,The Arden Group LLC,1348 14TH ST,SANTA MONICA,CA,90404,Bar / Entertainment,"1348 14TH ST
SANTA MONICA, CA 90404-1702
(34.024447, -118.486124)"
140808,Room S M,Ice Cream Rub A Dub,1323 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Bar / Entertainment,"1323 SANTA MONICA BLVD
SANTA MONICA, CA 90404-1707
(34.023824, -118.486014)"
139620,Berkeley Barbers,Angelos Barbershop 5,2812 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Barber Shop,"2812 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2476
(34.03509724700007, -118.47202093699997)"
217976,Parlor 33 Barber And Social Club,,1865 LINCOLN BLVD #6,SANTA MONICA,CA,90404,Barber Shop,"1865 LINCOLN BLVD #6
SANTA MONICA, CA 90404-6510
(34.012511, -118.483205)"
124145,Cuttin Up I I I,,1802 BROADWAY,SANTA MONICA,CA,90404,Barber Shop,"1802 BROADWAY
SANTA MONICA, CA 90404-2810
(34.025867, -118.48028)"
3993,Henry Banuelos Barber Shop,,1412 OLYMPIC BLVD,SANTA MONICA,CA,90404,Barber Shop,"1412 OLYMPIC BLVD
SANTA MONICA, CA 90404-3803
(34.020079, -118.479961)"
159613,The Barbershop,,1207 BERKELEY ST,SANTA MONICA,CA,90404,Barber Shop,"1207 BERKELEY ST
SANTA MONICA, CA 90404-1609
(34.03967270700008, -118.47255156199998)"
98558,Dons Cutting Edge,,2918 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Barber Shop,"2918 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2437
(34.035999, -118.470975)"
161200,Cynergy Cycles,Specialized Bicycles Santa Monica,2300 SANTA MONICA BLVD,SANTA MONICA,CA,90404,"Bicycle Dealer, Repair","2300 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2008
(34.03084878400006, -118.47729032199999)"
9026,Libertad Soccer Club Inc,,1410 OLYMPIC BLVD,SANTA MONICA,CA,90404,Billiards,"1410 OLYMPIC BLVD
SANTA MONICA, CA 90404-3803
(34.020129, -118.479901)"
166450,ProtoType Industries Inc,,1545 26TH ST #200,SANTA MONICA,CA,90404,Book,"1545 26TH ST #200
SANTA MONICA, CA 90404-3554
(34.031064, -118.471689)"
115966,Ram Publications & Distribution Inc,,2525 MICHIGAN AVE #A-2,SANTA MONICA,CA,90404,Book,"2525 MICHIGAN AVE #A-2
SANTA MONICA, CA 90404-4014
(34.027149, -118.468293)"
127039,A-Lexis Publications/Dr Rainof,,2835 COLORADO AVE,SANTA MONICA,CA,90404,Book,"2835 COLORADO AVE
SANTA MONICA, CA 90404-3613
(34.032741, -118.468566)"
158895,Twin Valet Parking Inc,,3301 EXPOSITION BLVD,SANTA MONICA,CA,90404,Bus,"3301 EXPOSITION BLVD
SANTA MONICA, CA 90404-5052
(34.02955, -118.457896)"
146496,M & A Tobacco,,1803 LINCOLN BLVD #D,SANTA MONICA,CA,90404,"Cigarette, Cigars, Tobacco","1803 LINCOLN BLVD #D
SANTA MONICA, CA 90404-6511
(34.01363, -118.484505)"
162390,Vapor Delight Inc,,1855 LINCOLN BLVD,SANTA MONICA,CA,90404,"Cigarette, Cigars, Tobacco","1855 LINCOLN BLVD
SANTA MONICA, CA 90404-4505
(34.01264, -118.483353)"
71399,Dinas Bridal,,2905 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Clothing / Accessories,"2905 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2413
(34.035691, -118.471355)"
162027,Social Awearness,,1825 STANFORD ST,SANTA MONICA,CA,90404,Clothing / Accessories,"1825 STANFORD ST
SANTA MONICA, CA 90404
(34.031861305000064, -118.46463300499994)"
210520,Stacia Inc,,1951 EUCLID ST,SANTA MONICA,CA,90404,Clothing / Accessories,"1951 EUCLID ST
SANTA MONICA, CA 90404-4679
(34.01589049000006, -118.47803686299994)"
50819,Dominique,,1423 25TH ST #6,SANTA MONICA,CA,90404,Clothing / Accessories,"1423 25TH ST #6
SANTA MONICA, CA 90404-3023
(34.032075, -118.47449)"
73918,Hard Tail,,1661 9TH ST,SANTA MONICA,CA,90404,Clothing / Accessories,"1661 9TH ST
SANTA MONICA, CA 90404-3703
(34.016262, -118.485789)"
110036,Brat,,1938 14TH ST,SANTA MONICA,CA,90404,Clothing / Accessories,"1938 14TH ST
SANTA MONICA, CA 90404-4653
(34.01648789600006, -118.47688817599999)"
127022,Kathmandu Boutique,,1844 LINCOLN BLVD,SANTA MONICA,CA,90404,Clothing / Accessories,"1844 LINCOLN BLVD
SANTA MONICA, CA 90404-4506
(34.01290775600006, -118.48369816099995)"
213584,Lunya Company,,1512 16TH ST SUITE 1,SANTA MONICA,CA,90404,Clothing / Accessories,"1512 16TH ST SUITE 1
SANTA MONICA, CA 90404-3326
(34.02391780900007, -118.48190866699997)"
137086,L A Loop L L C,,2940 NEBRASKA AVE,SANTA MONICA,CA,90404,Clothing / Accessories,"2940 NEBRASKA AVE
SANTA MONICA, CA 90404-4109
(34.03085045100005, -118.46443101699998)"
146618,Koi,Koi Design L L C,1757 STANFORD ST,SANTA MONICA,CA,90404,Clothing Design,"1757 STANFORD ST
SANTA MONICA, CA 90404-4115
(34.03140303200007, -118.46410015199996)"
157400,Elabrew,Elabrew Coffee Inc,2425 COLORADO AVE #B-118,SANTA MONICA,CA,90404,Coffee House,"2425 COLORADO AVE #B-118
SANTA MONICA, CA 90404-3584
(34.028655, -118.473658)"
213967,Caffe 8 1/2 Inc,,1912 BROADWAY #100,SANTA MONICA,CA,90404,Coffee House,"1912 BROADWAY #100
SANTA MONICA, CA 90404-2860
(34.02681810200005, -118.47911092699997)"
123380,Starbucks Coffee #7975,,2461 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Coffee Store,"2461 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2138
(34.032548, -118.475266)"
109191,Starbucks Coffee #5826,,2200 COLORADO AVE #101,SANTA MONICA,CA,90404,Coffee Store,"2200 COLORADO AVE #101
SANTA MONICA, CA 90404-3571
(34.027217, -118.475415)"
111567,Richard J Kim D D S,,1908 SANTA MONICA BLVD 2,SANTA MONICA,CA,90404,Dentist,"1908 SANTA MONICA BLVD 2
SANTA MONICA, CA 90404-1927
(34.02811787600007, -118.48065152799995)"
8190,Carol E Follette DDS,,2021 SANTA MONICA BLVD #704 E,SANTA MONICA,CA,90404,Dentist,"2021 SANTA MONICA BLVD #704 E
SANTA MONICA, CA 90404-2208
(34.029213696000056, -118.47938862699999)"
136617,Frank P Gussman DDS,,1304 15TH ST #200,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #200
SANTA MONICA, CA 90404-1809
(34.02603800700007, -118.48620783099994)"
107289,Alison S Williams D D S,,2200 COLORADO AVE #H,SANTA MONICA,CA,90404,Dentist,"2200 COLORADO AVE #H
SANTA MONICA, CA 90404-3571
(34.027777, -118.474732)"
66321,Kenneth K Y Wong D D S,,1304 15TH ST 311,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST 311
SANTA MONICA, CA 90404-1809
(34.02603800700007, -118.48620783099994)"
70278,David Yoshimaru DDS,,1304 15TH ST #324,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #324
SANTA MONICA, CA 90404-1809
(34.02603800700007, -118.48620783099994)"
151973,Super Dental Care,,3200 SANTA MONICA BLVD #204,SANTA MONICA,CA,90404,Dentist,"3200 SANTA MONICA BLVD #204
SANTA MONICA, CA 90404-2637
(34.038036, -118.46846)"
142016,Yvonne Goff D D S Inc,,1304 15TH ST #403,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #403
SANTA MONICA, CA 90404-1813
(34.02603800700007, -118.48620783099994)"
146082,Melinda W Pruitt DDS Inc,,1245 16TH ST #209,SANTA MONICA,CA,90404,Dentist,"1245 16TH ST #209
SANTA MONICA, CA 90404-1235
(34.027215, -118.485654)"
103650,Rita Weisberg D D S,,1304 15TH ST #315,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #315
SANTA MONICA, CA 90404-1809
(34.026022, -118.486127)"
161714,Santa Monica Dentistry For Children,,2825 SANTA MONICA BLVD #301,SANTA MONICA,CA,90404,Dentist,"2825 SANTA MONICA BLVD #301
SANTA MONICA, CA 90404-2429
(34.035221, -118.471941)"
91944,Allen E Inouye D D S Inc,,1304 15TH ST #408,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #408
SANTA MONICA, CA 90404-1809
(34.02603800700007, -118.48620783099994)"
6863,"Sam C Muslin DDS, M A G D, Inc",,1908 SANTA MONICA BLVD #1,SANTA MONICA,CA,90404,Dentist,"1908 SANTA MONICA BLVD #1
SANTA MONICA, CA 90404-1927
(34.028181, -118.480633)"
137363,Santa Monica Oral And Maxillofacial Surgery,,2020 SANTA MONICA BLVD #530,SANTA MONICA,CA,90404,Dentist,"2020 SANTA MONICA BLVD #530
SANTA MONICA, CA 90404-2139
(34.029138, -118.479441)"
151767,Michael D Wong D D S,Michael D Wong DDS A Professional Corp,1304 15TH ST #203,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #203
SANTA MONICA, CA 90404-1809
(34.02603800700007, -118.48620783099994)"
158169,Farinoush Gaminchi DMD Inc,,2425 COLORADO AVE #210,SANTA MONICA,CA,90404,Dentist,"2425 COLORADO AVE #210
SANTA MONICA, CA 90404-3584
(34.029337929000064, -118.47285800899999)"
98961,Jeffrey M Kotsubo D D S Inc,,1304 15TH ST #318,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #318
SANTA MONICA, CA 90404-1809
(34.02603800700007, -118.48620783099994)"
141696,Richard Haber DDS Inc,,1260 15TH ST #701,SANTA MONICA,CA,90404,Dentist,"1260 15TH ST #701
SANTA MONICA, CA 90404-1135
(34.026678676000074, -118.48696833699995)"
155029,Santa Monica Smiles,Bella Doshi DDS Inc,2021 SANTA MONICA BLVD #500E,SANTA MONICA,CA,90404,Dentist,"2021 SANTA MONICA BLVD #500E
SANTA MONICA, CA 90404-2208
(34.029213696000056, -118.47938862699999)"
128737,Natasha Shojania D D S,,2021 SANTA MONICA BLVD #340E,SANTA MONICA,CA,90404,Dentist,"2021 SANTA MONICA BLVD #340E
SANTA MONICA, CA 90404-2208
(34.029071, -118.47952)"
145976,Paige Moosavi DDS,,1304 15TH ST #314,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #314
SANTA MONICA, CA 90404-1809
(34.02603800700007, -118.48620783099994)"
146287,Awesome Dental,,3200 SANTA MONICA BLVD #208,SANTA MONICA,CA,90404,Dentist,"3200 SANTA MONICA BLVD #208
SANTA MONICA, CA 90404-2637
(34.038036, -118.46846)"
214328,Cosmetic Dental Care Of Santa Monica,Kashani Dental Corporation,1304 15TH ST #301,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #301
SANTA MONICA, CA 90404-1809
(34.02603800700007, -118.48620783099994)"
165560,Stephanie Yeung DDS,,2200 COLORADO AVE #H,SANTA MONICA,CA,90404,Dentist,"2200 COLORADO AVE #H
SANTA MONICA, CA 90404-3571
(34.027217, -118.475415)"
12071,J S Bettinger D D S A Prof Corp,,1304 15TH ST #100,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #100
SANTA MONICA, CA 90404-1809
(34.026068, -118.486181)"
70479,Mary Jo Frazier D D S,,2428 SANTA MONICA BLVD #402A,SANTA MONICA,CA,90404,Dentist,"2428 SANTA MONICA BLVD #402A
SANTA MONICA, CA 90404-2045
(34.031821, -118.476189)"
162439,Jennifer Akagi DDS INc,,2428 SANTA MONICA BLVD #303,SANTA MONICA,CA,90404,Dentist,"2428 SANTA MONICA BLVD #303
SANTA MONICA, CA 90404-2045
(34.031821, -118.476189)"
162346,Diana Zinberg DDS Inc,,2021 SANTA MONICA BLVD #310E,SANTA MONICA,CA,90404,Dentist,"2021 SANTA MONICA BLVD #310E
SANTA MONICA, CA 90404-2208
(34.029071, -118.47952)"
134519,"Ana Brightleaf, D M D",,1304 15TH ST #209,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #209
SANTA MONICA, CA 90404-1809
(34.026068, -118.486181)"
145934,Ali Mogharei DDS Inc,,2222 SANTA MONICA BLVD #202,SANTA MONICA,CA,90404,Dentist,"2222 SANTA MONICA BLVD #202
SANTA MONICA, CA 90404-2304
(34.030557257000055, -118.47764061599997)"
118720,Francis R Jones D D S Inc,,2021 SANTA MONICA BLVD #408,SANTA MONICA,CA,90404,Dentist,"2021 SANTA MONICA BLVD #408
SANTA MONICA, CA 90404-2208
(34.029213696000056, -118.47938862699999)"
162028,Meridien Dental,Globodental,2825 SANTA MONICA BLVD #310,SANTA MONICA,CA,90404,Dentist,"2825 SANTA MONICA BLVD #310
SANTA MONICA, CA 90404-2429
(34.03497332400008, -118.47228118899994)"
8633,"David Lytal, D D S",,1260 15TH ST #1403,SANTA MONICA,CA,90404,Dentist,"1260 15TH ST #1403
SANTA MONICA, CA 90404-1135
(34.026489, -118.486719)"
65528,Craig A Israel D D S A Prof Corp,,1260 15TH ST #1117,SANTA MONICA,CA,90404,Dentist,"1260 15TH ST #1117
SANTA MONICA, CA 90404-1135
(34.026489, -118.486719)"
216061,E Bernard Gross DDS,,1304 15TH ST #206,SANTA MONICA,CA,90404,Dentist,"1304 15TH ST #206
SANTA MONICA, CA 90404
(34.026022, -118.486127)"
120969,Santa Monica Donuts,,2822 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Donut Shop,"2822 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2410
(34.035387, -118.471733)"
132274,CVS/Pharmacy #9608,,2505 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Drug Store,"2505 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2011
(34.03282379500007, -118.47494773299996)"
218994,Epicenter VR Inc,,1815 CENTINELA AVE,SANTA MONICA,CA,90404,Entertainment,"1815 CENTINELA AVE
SANTA MONICA, CA 90404-4203
(34.031893, -118.459856)"
160050,Chicken In The Gate Inc,,2120 COLORADO AVE #200,SANTA MONICA,CA,90404,Entertainment,"2120 COLORADO AVE #200
SANTA MONICA, CA 90404-3559
(34.026823, -118.475907)"
161878,Hulu LLC,,2500 BROADWAY 2ND FLR,SANTA MONICA,CA,90404,Entertainment,"2500 BROADWAY 2ND FLR
SANTA MONICA, CA 90404-3065
(34.03183744200004, -118.47285057999994)"
219021,Cizo Inc,Senzo Inc,1617 BROADWAY MEZZANINE A,SANTA MONICA,CA,90404,Entertainment,"1617 BROADWAY MEZZANINE A
SANTA MONICA, CA 90404-2773
(34.024472, -118.481997)"
218949,Arkena Inc,,3000 OLYMPIC BLVD #2369,SANTA MONICA,CA,90404,Entertainment,"3000 OLYMPIC BLVD #2369
SANTA MONICA, CA 90404-5073
(34.030518, -118.462737)"
218773,Blue Hats Creative Inc,,1620 Broadway SUITE H,Santa Monica,CA,90404,Entertainment,"1620 Broadway SUITE H
Santa Monica, CA 90404-2776
(34.024891, -118.48148)"
213077,Lucha Libre F M V LLC,,1657 12TH ST,SANTA MONICA,CA,90404,Entertainment,"1657 12TH ST
SANTA MONICA, CA 90404-3709
(34.01844331800004, -118.48276020399999)"
218576,Tv4 Entertainment Inc,,1131 Olympic BLVD 2ND FLOOR,Santa Monica,CA,90404,Entertainment,"1131 Olympic BLVD 2ND FLOOR
Santa Monica, CA 90404-3719
(34.018, -118.482812)"
164123,Dellarobbia Design Studio & Flower Market L L C,,1448 19TH ST,SANTA MONICA,CA,90404,Florist,"1448 19TH ST
SANTA MONICA, CA 90404-2806
(34.02691, -118.479806)"
161281,Santa Monica Florist,,1432 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Florist,"1432 SANTA MONICA BLVD
SANTA MONICA, CA 90404-1710
(34.02447878000004, -118.48516689599995)"
115381,Kenk Inc,,1802 CLOVERFIELD BLVD,SANTA MONICA,CA,90404,Gas Station,"1802 CLOVERFIELD BLVD
SANTA MONICA, CA 90404-4910
(34.02533857200007, -118.47027868699996)"
146581,Clean Energy,,1701 STEWART ST,SANTA MONICA,CA,90404,Gas Station,"1701 STEWART ST
SANTA MONICA, CA 90404-4021
(34.03043, -118.46598)"
35356,Lincoln Car Wash,Azizco Inc,1624 LINCOLN BLVD,SANTA MONICA,CA,90404,Gas Station,"1624 LINCOLN BLVD
SANTA MONICA, CA 90404-3712
(34.016366, -118.487716)"
71069,Lincoln Chevron,Lincoln Petroleum Inc,1732 LINCOLN BLVD,SANTA MONICA,CA,90404,Gas Station,"1732 LINCOLN BLVD
SANTA MONICA, CA 90404-4306
(34.01435, -118.485337)"
60543,Santa Monica Chevron,,1330 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Gas Station,"1330 SANTA MONICA BLVD
SANTA MONICA, CA 90404-1708
(34.023874, -118.485952)"
211338,United Oil #8,APRO LLC,1776 CLOVERFIELD BLVD,SANTA MONICA,CA,90404,Gas Station & Mini Market,"1776 CLOVERFIELD BLVD
SANTA MONICA, CA 90404-4008
(34.025656, -118.470674)"
153684,Jin's Santa Monica Shell,,1866 LINCOLN BLVD,SANTA MONICA,CA,90404,Gas Station & Mini Market,"1866 LINCOLN BLVD
SANTA MONICA, CA 90404-4506
(34.01254, -118.483237)"
164919,Bot Home Automation Inc,,1523 26TH ST,SANTA MONICA,CA,90404,General Merchandise,"1523 26TH ST
SANTA MONICA, CA 90404-3507
(34.03142262000006, -118.47207970399995)"
165676,Cellootech,Fiza Enterprises,1828 BROADWAY #C,SANTA MONICA,CA,90404,General Merchandise,"1828 BROADWAY #C
SANTA MONICA, CA 90404-5419
(34.02642747900006, -118.47960064699998)"
164029,The Honest Company Inc,,2700 PENNSYLVANIA AVE #1200,SANTA MONICA,CA,90404,General Merchandise,"2700 PENNSYLVANIA AVE #1200
SANTA MONICA, CA 90404-4066
(34.03045816000002, -118.46913101399997)"
155848,Ofuda Imports LLC,,1304 OLYMPIC BLVD,SANTA MONICA,CA,90404,"Gifts, Handicrafts","1304 OLYMPIC BLVD
SANTA MONICA, CA 90404-3726
(34.01896321300006, -118.48129639999996)"
128824,Santa Monica Gifts Inc,,1319 SANTA MONICA BLVD,SANTA MONICA,CA,90404,"Gifts, Handicrafts","1319 SANTA MONICA BLVD
SANTA MONICA, CA 90404-1707
(34.023705, -118.486159)"
130926,Plaza Card & Gift,,2425 COLORADO AVE #110,SANTA MONICA,CA,90404,"Gifts, Handicrafts","2425 COLORADO AVE #110
SANTA MONICA, CA 90404-3584
(34.029337929000064, -118.47285800899999)"
90631,Ralphs Grocery Co 292,Alpha Beta,1644 CLOVERFIELD BLVD,SANTA MONICA,CA,90404,"Grocery, Food Products","1644 CLOVERFIELD BLVD
SANTA MONICA, CA 90404-4006
(34.027903, -118.473205)"
110584,Mrs Winston's Green Grocery,,2450 COLORADO AVE #1040,SANTA MONICA,CA,90404,"Grocery, Food Products","2450 COLORADO AVE #1040
SANTA MONICA, CA 90404-3575
(34.029665, -118.472401)"
219367,Euro Deli Mart Lituanica,Rima Smirnoviene,2838 SANTA MONICA BLVD,SANTA MONICA,CA,90404,"Grocery, Food Products","2838 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2410
(34.035304, -118.471837)"
81940,E & J Produce,,1814 17TH ST #A,SANTA MONICA,CA,90404,"Grocery, Food Products","1814 17TH ST #A
SANTA MONICA, CA 90404-4412
(34.020478, -118.475942)"
213221,Munchery Inc,,3200 OLYMPIC BLVD,SANTA MONICA,CA,90404,"Grocery, Food Products","3200 OLYMPIC BLVD
SANTA MONICA, CA 90404-5004
(34.031022, -118.460284)"
9598,Co Opportunity Consumers Cooper,Co Opportunity Inc,1525 BROADWAY,SANTA MONICA,CA,90404,"Grocery, Food Products","1525 BROADWAY
SANTA MONICA, CA 90404-2717
(34.023818, -118.482818)"
145679,Iron,K M Fitness LLC,1919 BROADWAY,SANTA MONICA,CA,90404,Health Club,"1919 BROADWAY
SANTA MONICA, CA 90404-2811
(34.02694829300003, -118.47905000499998)"
211786,Organic Living,,1412 BROADWAY,SANTA MONICA,CA,90404,Health Food,"1412 BROADWAY
SANTA MONICA, CA 90404-2712
(34.023138, -118.483671)"
155190,Kellie Jean Lewis,,1526 14TH ST #104,SANTA MONICA,CA,90404,Health Practitioner,"1526 14TH ST #104
SANTA MONICA, CA 90404-3320
(34.022161, -118.483455)"
215904,Angel Care In Home Help Of Beverly Hills Inc,,2500 BROADWAY F-125,SANTA MONICA,CA,90404,Health Practitioner,"2500 BROADWAY F-125
SANTA MONICA, CA 90404-3006
(34.03183744200004, -118.47285057999994)"
213471,Santa Monica Center For Natural Medicine,,2222 SANTA MONICA BLVD #105,SANTA MONICA,CA,90404,Health Practitioner,"2222 SANTA MONICA BLVD #105
SANTA MONICA, CA 90404-2304
(34.030557257000055, -118.47764061599997)"
132621,Aero Hobbies,,2918 SANTA MONICA BLVD #3,SANTA MONICA,CA,90404,Hobby Shop,"2918 SANTA MONICA BLVD #3
SANTA MONICA, CA 90404-2437
(34.035999, -118.470975)"
215934,Zen,Zenteak Imports,2901 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Home Furnishings,"2901 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2413
(34.035585, -118.471484)"
164166,Michael S Smith Inc,,1646 19TH ST,SANTA MONICA,CA,90404,Home Furnishings,"1646 19TH ST
SANTA MONICA, CA 90404-3810
(34.024257732000024, -118.47674874999996)"
164520,Marco Polo Imports LLC,,1302 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Home Furnishings,"1302 SANTA MONICA BLVD
SANTA MONICA, CA 90404-1708
(34.023447678000025, -118.48645096199999)"
139346,Victory Furniture LLC,,2512 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Home Furnishings,"2512 SANTA MONICA BLVD
SANTA MONICA, CA 90404-2012
(34.032949, -118.474772)"
160837,Shannon Michelle Inc,,1453 14TH ST UNIT C,SANTA MONICA,CA,90404,Home Furnishings,"1453 14TH ST UNIT C
SANTA MONICA, CA 90404-2790
(34.02286347100005, -118.48425010399995)"
161461,Jasport,Jasport LLC,1646 19TH ST,SANTA MONICA,CA,90404,Home Furnishings,"1646 19TH ST
SANTA MONICA, CA 90404-3810
(34.024257732000024, -118.47674874999996)"
